,text,label,explanation
5000,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
5000,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
5000,"A month would have been a little too many 40 days, just put it.",2,
5000,I make myself for myself.,0,
5000,And those people make their own family for themselves.,0,
5000,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
5000,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
5000,people are transferring,2,
5000,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",2,
5000,Transferring one by one.,2,
5000,in other police stations.,2,
5000,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
5000,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
